ANNO,CODICE_ATS_RESIDENZA,DESCRIZIONE_ATS_RESIDENZA,COORDINATA_GEOGRAFICA_X,COORDINATA_GEOGRAFICA_Y,POSIZIONE_ATS,ATC LIVELLO 1 ,DESCRIZIONE_ATC LIVELLO 1,GENERE,FASCIA_ETA',POPOLAZIONE,DDD PER ATC LIVELLO 1
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",A,APPARATO GASTROINTESTINALE E METABOLISMO,M,0-17,123143,4.007213800695
2017,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",N,SISTEMA NERVOSO,M,0-17,41306,4.6055390249345
2017,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",ALL,ALL,F,65-79,48255,2314.3917269172
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,0-17,26023,0.40623915927312
2012,30,REGIONE LOMBARDIA,,,,ALL,ALL,M,40-64,1823525,762.88344165997
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",ALL,ALL,F,65-79,102803,2230.338793287
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",C,SISTEMA CARDIOVASCOLARE,F,18-39,421828,10.479401480938
2017,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",M,SISTEMA MUSCOLO-SCHELETRICO,M,40-64,105635,17.14010767402
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,40-64,143640,21.116320081149
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",J,ANTINFETTIVI PER USO SISTEMICO,F,0-17,115030,19.810863233026
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,80 e +,27216,20.526345021222
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,0-17,104358,4.2515619311374
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",ALL,ALL,M,80 e +,24434,3356.903716247
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,18-39,179130,37.338455355375
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",ALL,ALL,F,65-79,66401,2356.5418640818
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",B,SANGUE E ORGANI EMOPOIETICI,M,65-79,79799,264.25242318179
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",ALL,ALL,F,65-79,84361,2217.8241800779
2017,30,REGIONE LOMBARDIA,,,,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,80 e +,488815,2.7939862897311
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",V,VARI,F,18-39,37165,0.036221294238761
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",A,APPARATO GASTROINTESTINALE E METABOLISMO,M,40-64,209032,114.14386473608
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,40-64,141914,22.546504800054
2012,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",V,VARI,M,65-79,40645,5.3653449659722
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",S,ORGANI DI SENSO,F,65-79,304574,52.580847138149
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",B,SANGUE E ORGANI EMOPOIETICI,F,65-79,124829,141.10108523694
2012,30,REGIONE LOMBARDIA,,,,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,0-17,814067,1.5071310796853
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",N,SISTEMA NERVOSO,F,80 e +,44315,207.79243615689
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",S,ORGANI DI SENSO,F,0-17,113013,0.23232475735353
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",ALL,ALL,F,0-17,115030,54.331720787102
2016,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",R,SISTEMA RESPIRATORIO,M,18-39,60582,18.368212029275
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",C,SISTEMA CARDIOVASCOLARE,M,40-64,144461,456.56598353665
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",B,SANGUE E ORGANI EMOPOIETICI,M,18-39,39604,5.574661545711
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",M,SISTEMA MUSCOLO-SCHELETRICO,M,80 e +,93985,65.575113372569
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",D,DERMATOLOGICI,M,18-39,140701,2.1462936513668
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",N,SISTEMA NERVOSO,M,65-79,83340,83.112979869839
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",M,SISTEMA MUSCOLO-SCHELETRICO,F,65-79,121883,108.38366848969
2015,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,65-79,48389,5.3463489568746
2014,30,REGIONE LOMBARDIA,,,,J,ANTINFETTIVI PER USO SISTEMICO,M,18-39,1224122,12.994483247223
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,0-17,105841,0.19804413262722
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",S,ORGANI DI SENSO,M,18-39,416993,0.94365149630086
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,65-79,105963,14.249123732953
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",D,DERMATOLOGICI,M,18-39,146478,2.5070063359336
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",N,SISTEMA NERVOSO,F,18-39,86510,30.093854771709
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",R,SISTEMA RESPIRATORIO,M,18-39,134973,20.294069801666
2013,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",R,SISTEMA RESPIRATORIO,F,0-17,39741,18.318192405349
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",M,SISTEMA MUSCOLO-SCHELETRICO,F,65-79,81225,111.54018229516
2013,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",ALL,ALL,M,40-64,103044,853.62170104311
2013,30,REGIONE LOMBARDIA,,,,S,ORGANI DI SENSO,M,80 e +,227241,69.026646458358
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",J,ANTINFETTIVI PER USO SISTEMICO,M,65-79,85229,23.817574861654
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",R,SISTEMA RESPIRATORIO,M,0-17,27596,24.293982874186
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",D,DERMATOLOGICI,F,80 e +,40462,2.2399565837256
2012,30,REGIONE LOMBARDIA,,,,ALL,ALL,M,0-17,866503,67.719847502963
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",C,SISTEMA CARDIOVASCOLARE,M,0-17,106941,0.89922265383583
2017,30,REGIONE LOMBARDIA,,,,D,DERMATOLOGICI,F,0-17,801121,0.440522026667
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",A,APPARATO GASTROINTESTINALE E METABOLISMO,F,18-39,38614,22.582076830778
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",D,DERMATOLOGICI,F,65-79,118345,2.9455023136779
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",B,SANGUE E ORGANI EMOPOIETICI,F,80 e +,51917,336.66358472565
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",B,SANGUE E ORGANI EMOPOIETICI,M,80 e +,24372,365.4593789341
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",M,SISTEMA MUSCOLO-SCHELETRICO,F,65-79,28712,89.854480780934
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",V,VARI,M,18-39,169479,0.092556760722301
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",V,VARI,M,0-17,122570,0.033211259568309
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",D,DERMATOLOGICI,F,18-39,37783,1.2586350531104
2017,30,REGIONE LOMBARDIA,,,,B,SANGUE E ORGANI EMOPOIETICI,M,0-17,851765,2.1352086331687
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",A,APPARATO GASTROINTESTINALE E METABOLISMO,M,40-64,212168,115.41542281169
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,0-17,27825,2.6595679661518
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,80 e +,41685,56.308248578399
2016,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",C,SISTEMA CARDIOVASCOLARE,M,18-39,60582,28.799864417414
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",N,SISTEMA NERVOSO,M,65-79,58015,90.526593813953
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",V,VARI,M,0-17,121967,0.027018603868529
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",N,SISTEMA NERVOSO,F,40-64,211238,81.206291918387
2013,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",ALL,ALL,F,40-64,101425,739.3497550619
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,18-39,138601,0.74431208828611
2016,30,REGIONE LOMBARDIA,,,,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,65-79,742266,231.73932903504
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",V,VARI,F,0-17,57851,0.009467117121429
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,18-39,166619,1.7733244391017
2014,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,18-39,62079,29.921125179696
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,65-79,66932,65.597875372804
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",C,SISTEMA CARDIOVASCOLARE,M,0-17,64625,0.82341568022371
2014,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",A,APPARATO GASTROINTESTINALE E METABOLISMO,F,0-17,39745,4.2393390789678
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",ALL,ALL,M,0-17,64300,69.735895281823
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",S,ORGANI DI SENSO,F,80 e +,55463,59.824216353838
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",N,SISTEMA NERVOSO,M,18-39,169479,25.125665407186
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",ALL,ALL,F,40-64,647671,631.84176975547
2013,30,REGIONE LOMBARDIA,,,,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,18-39,1226395,1.7523284887935
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",J,ANTINFETTIVI PER USO SISTEMICO,M,40-64,209032,15.512855146375
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",C,SISTEMA CARDIOVASCOLARE,F,18-39,93236,13.518916414931
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,18-39,146341,0.61477994009759
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",R,SISTEMA RESPIRATORIO,M,18-39,39181,16.862139976437
2013,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",C,SISTEMA CARDIOVASCOLARE,M,18-39,64711,30.631739257494
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",M,SISTEMA MUSCOLO-SCHELETRICO,M,80 e +,31595,67.751403969992
2014,30,REGIONE LOMBARDIA,,,,B,SANGUE E ORGANI EMOPOIETICI,M,0-17,867932,1.2787671012499
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",ALL,ALL,M,40-64,650019,690.34478883107
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",C,SISTEMA CARDIOVASCOLARE,F,0-17,113013,0.80996682532197
2016,30,REGIONE LOMBARDIA,,,,N,SISTEMA NERVOSO,M,0-17,863814,3.7453726743485
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",J,ANTINFETTIVI PER USO SISTEMICO,F,18-39,174939,17.964676124339
2013,30,REGIONE LOMBARDIA,,,,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,0-17,868523,0.11235305334435
2013,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,0-17,42013,6.5563882870241
2017,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,0-17,38829,0.30632442947543
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",N,SISTEMA NERVOSO,M,0-17,104650,3.6168088872846
2013,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,18-39,64711,0.67996980459675
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",M,SISTEMA MUSCOLO-SCHELETRICO,M,40-64,206086,15.447152640402
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,80 e +,67475,3.8189655630719
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,40-64,62740,2.2102904792713
2016,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,40-64,103557,2.827093260159
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,80 e +,65570,17.197598538188
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",S,ORGANI DI SENSO,M,18-39,143075,1.2788906857863
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",S,ORGANI DI SENSO,M,18-39,146478,1.0520073236009
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",D,DERMATOLOGICI,F,65-79,303284,4.1259887524768
2012,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",J,ANTINFETTIVI PER USO SISTEMICO,M,65-79,40645,19.742179951928
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",V,VARI,F,18-39,93236,0.068830870122159
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,40-64,259941,15.478729776165
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",ALL,ALL,F,18-39,95924,174.61229405271
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",V,VARI,F,0-17,98683,0.031445090826903
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",S,ORGANI DI SENSO,F,18-39,135797,0.84118345039276
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",S,ORGANI DI SENSO,F,80 e +,48822,57.746381554061
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",M,SISTEMA MUSCOLO-SCHELETRICO,F,0-17,97399,0.21667075708957
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",A,APPARATO GASTROINTESTINALE E METABOLISMO,M,0-17,108075,4.383032360582
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",B,SANGUE E ORGANI EMOPOIETICI,M,0-17,122769,1.0792825392982
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",B,SANGUE E ORGANI EMOPOIETICI,F,40-64,200844,28.470652789095
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",C,SISTEMA CARDIOVASCOLARE,F,80 e +,16119,1282.3924175837
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",N,SISTEMA NERVOSO,F,65-79,28712,185.50435185022
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,40-64,216570,25.904159217116
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",R,SISTEMA RESPIRATORIO,M,65-79,85229,79.559948778053
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",A,APPARATO GASTROINTESTINALE E METABOLISMO,M,40-64,216570,110.31112204442
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",ALL,ALL,F,0-17,99070,62.79035809881
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",J,ANTINFETTIVI PER USO SISTEMICO,F,80 e +,47304,19.80846017309
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",B,SANGUE E ORGANI EMOPOIETICI,M,18-39,40305,4.6974140667592
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",D,DERMATOLOGICI,M,80 e +,23377,3.9350905148893
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,65-79,79799,218.95369221338
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,65-79,109158,1.1769713465011
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,80 e +,70192,50.1050448867
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",V,VARI,F,65-79,66783,1.7824172046052
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",J,ANTINFETTIVI PER USO SISTEMICO,F,40-64,218840,19.28706881602
2016,30,REGIONE LOMBARDIA,,,,R,SISTEMA RESPIRATORIO,F,40-64,1883492,32.820119493934
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",D,DERMATOLOGICI,F,0-17,98883,0.53384535403958
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,18-39,89082,6.8958116679688
2017,30,REGIONE LOMBARDIA,,,,J,ANTINFETTIVI PER USO SISTEMICO,M,65-79,745631,22.111795424656
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,65-79,65985,9.0925915291846
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",S,ORGANI DI SENSO,F,65-79,82930,43.699972802402
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,0-17,120220,0.18585789067076
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",ALL,ALL,M,0-17,104828,64.983528509817
2016,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",J,ANTINFETTIVI PER USO SISTEMICO,F,80 e +,31627,17.263894774522
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,65-79,57041,33.330144357592
2015,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",S,ORGANI DI SENSO,M,18-39,61541,1.2795568518175
2014,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,80 e +,15249,36.385694277032
2012,30,REGIONE LOMBARDIA,,,,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,18-39,1252874,15.377493283923
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",J,ANTINFETTIVI PER USO SISTEMICO,M,18-39,134973,12.031237642633
2015,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",M,SISTEMA MUSCOLO-SCHELETRICO,M,80 e +,15932,71.533482371364
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",R,SISTEMA RESPIRATORIO,M,80 e +,22340,128.30684034528
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,80 e +,31595,268.67375408368
2013,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",N,SISTEMA NERVOSO,F,18-39,63979,31.897444661469
2013,30,REGIONE LOMBARDIA,,,,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,0-17,815528,0.18256254733689
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,40-64,265517,25.334128511506
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",B,SANGUE E ORGANI EMOPOIETICI,F,18-39,140331,17.44390675693
2014,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",D,DERMATOLOGICI,F,0-17,39745,0.34724802116644
2015,30,REGIONE LOMBARDIA,,,,ALL,ALL,M,80 e +,250604,3127.8620178428
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",B,SANGUE E ORGANI EMOPOIETICI,F,80 e +,44315,308.79447794527
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",S,ORGANI DI SENSO,M,80 e +,32965,68.110065150994
2015,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,80 e +,15932,37.5895155891
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",S,ORGANI DI SENSO,M,0-17,108075,0.12393727085769
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",A,APPARATO GASTROINTESTINALE E METABOLISMO,F,18-39,151228,19.772810113969
2016,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",N,SISTEMA NERVOSO,M,80 e +,16123,137.92922322471
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",S,ORGANI DI SENSO,F,40-64,206067,8.2408738706944
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",J,ANTINFETTIVI PER USO SISTEMICO,M,65-79,79759,26.156125604137
2017,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",V,VARI,M,40-64,105635,2.45431975647
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,0-17,115421,1.8865671627563
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",A,APPARATO GASTROINTESTINALE E METABOLISMO,M,80 e +,93985,410.19410116214
