ANNO_EROG,ATS_ID,ATS_DESC,COORDINATA_GEOGRAFICA_X,COORDINATA_GEOGRAFICA_Y,POSIZIONE_ATS,LIV_4_ID,LIV_4_DESC,ATC_ID,ATC_DESC,CATEGORIA,GIORNI,POP,DDD_1000_AB_DIE
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),J01CE,PENICILLINE SENSIBILI ALLE BETA-LATTAMASI,J01CE08,BENZILPENICILLINA BENZATINICA,Access,1051.4,3437922,0.001
2018,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),J01MA,FLUOROCHINOLONI,J01MA06,NORFLOXACINA,Watch,4725,648409,0.02
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),J01XD,DERIVATI IMIDAZOLICI,J01XD01,METRONIDAZOLO,Access,27.72,1602225,0
2019,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),J01XX,ALTRI ANTIBATTERICI,J01XX01,FOSFOMICINA,Watch,156631.68,1435054,0.299
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),J01FA,MACROLIDI,J01FA15,TELITROMICINA,Watch,420,1195056,0.001
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),J01MA,FLUOROCHINOLONI,J01MA02,CIPROFLOXACINA,Watch,261890.5,1107441,0.648
2018,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),J01AA,TETRACICLINE,J01AA08,MINOCICLINA,Reserve,13088,1293110,0.028
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),J01GB,ALTRI AMINOGLICOSIDI,J01GB03,GENTAMICINA,Access,9,91440,0
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),J01XX,ALTRI ANTIBATTERICI,J01XX08,LINEZOLID,Reserve,5,426823,0
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),J01XX,ALTRI ANTIBATTERICI,J01XX01,FOSFOMICINA,Reserve,83533.55,1108853,0.206
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),J01FA,MACROLIDI,J01FA06,ROXITROMICINA,Watch,8588,1080321,0.022
2018,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),J01DD,CEFALOSPORINE DI TERZA GENERAZIONE,J01DD13,CEFPODOXIMA,Watch,10195,336339,0.083
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),J01MA,FLUOROCHINOLONI,J01MA03,PEFLOXACINA,Watch,292,282735,0.003
2018,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),J01XX,ALTRI ANTIBATTERICI,J01XX01,FOSFOMICINA,Reserve,65299.92,770274,0.232
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),J01MB,ALTRI CHINOLONICI,J01MB06,CINOXACINA,,490,1016778,0.001
2019,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),J01DC,CEFALOSPORINE DI SECONDA GENERAZIONE,J01DC10,CEFPROZIL,Watch,1230,1162241,0.003
2019,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),J01DD,CEFALOSPORINE DI TERZA GENERAZIONE,J01DD04,CEFTRIAXONE,Watch,63278.18,1435054,0.121
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),J01MA,FLUOROCHINOLONI,J01MA10,RUFLOXACINA,Watch,54,774371,0
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),J01GB,ALTRI AMINOGLICOSIDI,J01GB06,AMIKACINA,Access,2029,1266393,0.004
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),J01MB,ALTRI CHINOLONICI,J01MB04,ACIDO PIPEMIDICO,,220,171145,0.004
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),J01AA,TETRACICLINE,J01AA04,LIMECICLINA,Watch,41720,1320102,0.087
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),J01EE,"ASSOCIAZIONI DI SULFONAMIDI CON TRIMETOPRIM, INCLUSI I DERIV",J01EE01,SULFAMETOXAZOLO E TRIMETOPRIM,Access,107380.72,1203498,0.244
2018,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),J01DD,CEFALOSPORINE DI TERZA GENERAZIONE,J01DD13,CEFPODOXIMA,Watch,60523,1211082,0.137
2018,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),J01XX,ALTRI ANTIBATTERICI,J01XX01,FOSFOMICINA,Reserve,339015.9,3464423,0.268
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),J01DD,CEFALOSPORINE DI TERZA GENERAZIONE,J01DD08,CEFIXIMA,Watch,674040,3426401,0.539
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),J01DC,CEFALOSPORINE DI SECONDA GENERAZIONE,J01DC01,CEFOXITINA,Watch,12.92,141238,0
2019,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),J01AA,TETRACICLINE,J01AA04,LIMECICLINA,Watch,94934,3287378,0.079
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),J01CA,PENICILLINE AD AMPIO SPETTRO,J01CA04,AMOXICILLINA,Access,189107,337302,1.536
2018,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),J01DD,CEFALOSPORINE DI TERZA GENERAZIONE,J01DD16,CEFDITOREN,Watch,30600,696784,0.12
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),J01DB,CEFALOSPORINE DI PRIMA GENERAZIONE,J01DB04,CEFAZOLINA,Access,391,3303669,0
2018,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),J01DB,CEFALOSPORINE DI PRIMA GENERAZIONE,J01DB04,CEFAZOLINA,Access,212.19,1198680,0
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),J01DB,CEFALOSPORINE DI PRIMA GENERAZIONE,J01DB04,CEFAZOLINA,Access,501.6,958431,0.001
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),J01DC,CEFALOSPORINE DI SECONDA GENERAZIONE,J01DC06,CEFONICID,Watch,8,293462,0
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),J01FA,MACROLIDI,J01FA06,ROXITROMICINA,Watch,7270,777288,0.026
2019,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),J01XX,ALTRI ANTIBATTERICI,J01XX01,FOSFOMICINA,Reserve,106742.01,1111035,0.263
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),J01DC,CEFALOSPORINE DI SECONDA GENERAZIONE,J01DC02,CEFUROXIMA,Watch,30931,1109933,0.076
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),J01MA,FLUOROCHINOLONI,J01MA03,PEFLOXACINA,Watch,474,949047,0.001
2018,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),J01FF,LINCOSAMIDI,J01FF01,CLINDAMICINA,Access,1442.16,1401676,0.003
2018,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),J01DD,CEFALOSPORINE DI TERZA GENERAZIONE,J01DD16,CEFDITOREN,Watch,58600,1051707,0.153
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),J01DD,CEFALOSPORINE DI TERZA GENERAZIONE,J01DD01,CEFOTAXIMA,Watch,553.56,1074983,0.001
2014,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),J01CA,PENICILLINE AD AMPIO SPETTRO,J01CA01,AMPICILLINA,Access,2328.5,495875,0.013
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),J01EE,"ASSOCIAZIONI DI SULFONAMIDI CON TRIMETOPRIM, INCLUSI I DERIV",J01EE01,SULFAMETOXAZOLO E TRIMETOPRIM,Access,61505.82,773312,0.218
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),J01DD,CEFALOSPORINE DI TERZA GENERAZIONE,J01DD09,CEFODIZIME,Watch,53,651334,0
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),J01FA,MACROLIDI,J01FA15,TELITROMICINA,Watch,50,106589,0.001
2018,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),J01GB,ALTRI AMINOGLICOSIDI,J01GB01,TOBRAMICINA,,1065.58,3348488,0.001
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),J01XX,ALTRI ANTIBATTERICI,J01XX01,FOSFOMICINA,Reserve,119238.77,1208097,0.27
2018,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),J01FA,MACROLIDI,J01FA01,ERITROMICINA,Watch,162,359717,0.001
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),J01DD,CEFALOSPORINE DI TERZA GENERAZIONE,J01DD08,CEFIXIMA,Watch,732785,3437922,0.584
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),J01MA,FLUOROCHINOLONI,J01MA12,LEVOFLOXACINA,Watch,768070,1396600,1.507
2019,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),J01CR,"ASSOCIAZIONI DI PENICILLINE, INCLUSI GLI INIBITORI DELLE BET",J01CR02,AMOXICILLINA E INIBITORE DELLA BETA-LATTAMASI,Access,3103255.4,1111035,7.652
2019,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),J01DD,CEFALOSPORINE DI TERZA GENERAZIONE,J01DD13,CEFPODOXIMA,Watch,21243,770274,0.076
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),J01FA,MACROLIDI,J01FA07,JOSAMICINA,Watch,11076,3133212,0.01
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),J01XD,DERIVATI IMIDAZOLICI,J01XD01,METRONIDAZOLO,Access,78.54,2223923,0
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),J01AA,TETRACICLINE,J01AA08,MINOCICLINA,Watch,13828,1074983,0.035
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),J01FA,MACROLIDI,J01FA09,CLARITROMICINA,Watch,441841,776529,1.559
2019,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),J01AA,TETRACICLINE,J01AA08,MINOCICLINA,Reserve,19856,1023288,0.053
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),J01MA,FLUOROCHINOLONI,J01MA12,LEVOFLOXACINA,Watch,146251,532880,0.752
2019,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),J01BA,AMFENICOLI,J01BA02,TIAMFENICOLO,Access,6.48,63023,0
2019,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),J01XD,DERIVATI IMIDAZOLICI,J01XD01,METRONIDAZOLO,Access,12.21,353748,0
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),J01BA,AMFENICOLI,J01BA02,TIAMFENICOLO,Access,87.32,3254972,0
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),J01CA,PENICILLINE AD AMPIO SPETTRO,J01CA12,PIPERACILLINA,Watch,15.26,315348,0
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),J01DD,CEFALOSPORINE DI TERZA GENERAZIONE,J01DD14,CEFTIBUTEN,Watch,43584,1107441,0.108
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),J01DC,CEFALOSPORINE DI SECONDA GENERAZIONE,J01DC06,CEFONICID,Watch,11,299996,0
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),J01MA,FLUOROCHINOLONI,J01MA07,LOMEFLOXACINA,Watch,4170,1037078,0.011
2019,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),J01DD,CEFALOSPORINE DI TERZA GENERAZIONE,J01DD13,CEFPODOXIMA,Watch,10887,336339,0.089
2015,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),J01CA,PENICILLINE AD AMPIO SPETTRO,J01CA04,AMOXICILLINA,Access,280071.25,548722,1.398
2018,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),J01CA,PENICILLINE AD AMPIO SPETTRO,J01CA01,AMPICILLINA,Access,6,242212,0
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),J01DC,CEFALOSPORINE DI SECONDA GENERAZIONE,J01DC01,CEFOXITINA,Watch,32.64,2418358,0
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),J01CA,PENICILLINE AD AMPIO SPETTRO,J01CA12,PIPERACILLINA,Watch,41.3,995932,0
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),J01CA,PENICILLINE AD AMPIO SPETTRO,J01CA04,AMOXICILLINA,Access,963175.5,1160763,2.273
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),J01AA,TETRACICLINE,J01AA08,MINOCICLINA,Reserve,12448,1108142,0.031
2019,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),J01MA,FLUOROCHINOLONI,J01MA06,NORFLOXACINA,Watch,3318,648409,0.014
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),J01FA,MACROLIDI,J01FA15,TELITROMICINA,Watch,265,924496,0.001
2019,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),J01FA,MACROLIDI,J01FA02,SPIRAMICINA,Watch,26542.87,3205375,0.023
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),J01DD,CEFALOSPORINE DI TERZA GENERAZIONE,J01DD08,CEFIXIMA,Watch,335325,1162241,0.79
2016,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),J01FA,MACROLIDI,J01FA01,ERITROMICINA,Watch,1824,535072,0.009
2019,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),J01DD,CEFALOSPORINE DI TERZA GENERAZIONE,J01DD02,CEFTAZIDIMA,Watch,1736.03,1162241,0.004
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),J01BA,AMFENICOLI,J01BA02,TIAMFENICOLO,Access,22,464668,0
2019,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),J01CA,PENICILLINE AD AMPIO SPETTRO,J01CA04,AMOXICILLINA,Access,620003.16,1111035,1.529
2019,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),J01DB,CEFALOSPORINE DI PRIMA GENERAZIONE,J01DB04,CEFAZOLINA,Access,20.13,142154,0
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),J01XX,ALTRI ANTIBATTERICI,J01XX01,FOSFOMICINA,Watch,111836.61,1162351,0.264
2016,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),J01FA,MACROLIDI,J01FA10,AZITROMICINA,Watch,267992,547926,1.34
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),J01DC,CEFALOSPORINE DI SECONDA GENERAZIONE,J01DC10,CEFPROZIL,Watch,621,714509,0.002
2018,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),J01DD,CEFALOSPORINE DI TERZA GENERAZIONE,J01DD14,CEFTIBUTEN,Watch,45433.2,1435054,0.087
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),J01CA,PENICILLINE AD AMPIO SPETTRO,J01CA06,BACAMPICILLINA,Access,25116,3099770,0.022
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),J01CA,PENICILLINE AD AMPIO SPETTRO,J01CA12,PIPERACILLINA,Watch,40.11,955969,0
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),J01DD,CEFALOSPORINE DI TERZA GENERAZIONE,J01DD09,CEFODIZIME,Watch,750.5,2870044,0.001
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),J01DD,CEFALOSPORINE DI TERZA GENERAZIONE,J01DD16,CEFDITOREN,Watch,50320,1115282,0.124
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),J01DD,CEFALOSPORINE DI TERZA GENERAZIONE,J01DD08,CEFIXIMA,Watch,222440,1163959,0.524
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),J01AA,TETRACICLINE,J01AA02,DOXICICLINA,Access,69872.4,1286566,0.149
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),J01GB,ALTRI AMINOGLICOSIDI,J01GB03,GENTAMICINA,Access,1,32468,0
2018,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),J01FA,MACROLIDI,J01FA01,ERITROMICINA,Watch,180,1178075,0
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),J01FA,MACROLIDI,J01FA06,ROXITROMICINA,Watch,3232,322251,0.027
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),J01MA,FLUOROCHINOLONI,J01MA12,LEVOFLOXACINA,Watch,675000,1160763,1.593
2018,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),J01FF,LINCOSAMIDI,J01FF02,LINCOMICINA,Watch,1958.16,1211082,0.004
2018,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),J01MA,FLUOROCHINOLONI,J01MA07,LOMEFLOXACINA,Watch,1005,648409,0.004
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),J01GB,ALTRI AMINOGLICOSIDI,J01GB03,GENTAMICINA,Access,461.9,3152995,0
2019,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),J01FF,LINCOSAMIDI,J01FF02,LINCOMICINA,Watch,2802.96,3464423,0.002
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),J01MA,FLUOROCHINOLONI,J01MA07,LOMEFLOXACINA,Watch,3345,1287979,0.007
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),J01DD,CEFALOSPORINE DI TERZA GENERAZIONE,J01DD08,CEFIXIMA,Watch,147940,777288,0.521
2015,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),J01CF,PENICILLINE RESISTENTI ALLE BETA-LATTAMASI,J01CF04,OXACILLINA,Access,9,91951,0
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),J01CE,PENICILLINE SENSIBILI ALLE BETA-LATTAMASI,J01CE08,BENZILPENICILLINA BENZATINICA,Access,167.6,1131070,0
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),J01CR,"ASSOCIAZIONI DI PENICILLINE, INCLUSI GLI INIBITORI DELLE BET",J01CR02,AMOXICILLINA E INIBITORE DELLA BETA-LATTAMASI,Access,3281518.2,1108853,8.108
2019,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),J01DC,CEFALOSPORINE DI SECONDA GENERAZIONE,J01DC10,CEFPROZIL,Watch,222,293723,0.002
2019,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),J01MA,FLUOROCHINOLONI,J01MA03,PEFLOXACINA,Watch,56,1006931,0
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),J01MA,FLUOROCHINOLONI,J01MA06,NORFLOXACINA,Watch,20769,1033973,0.055
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),J01MA,FLUOROCHINOLONI,J01MA14,MOXIFLOXACINA,Watch,7805,699064,0.031
2019,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),J01DB,CEFALOSPORINE DI PRIMA GENERAZIONE,J01DB01,CEFALEXINA,Access,36820.5,3287378,0.031
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),J01AA,TETRACICLINE,J01AA02,DOXICICLINA,Access,53410,1063635,0.138
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),J01MA,FLUOROCHINOLONI,J01MA02,CIPROFLOXACINA,Watch,190292.06,771998,0.675
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),J01DE,CEFALOSPORINE DI QUARTA GENERAZIONE,J01DE01,CEFEPIME,Watch,928.5,903811,0.003
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),J01FA,MACROLIDI,J01FA10,AZITROMICINA,Watch,376439.07,771998,1.336
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),J01DD,CEFALOSPORINE DI TERZA GENERAZIONE,J01DD02,CEFTAZIDIMA,Watch,1619.76,1205330,0.004
2018,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),J01DC,CEFALOSPORINE DI SECONDA GENERAZIONE,J01DC02,CEFUROXIMA,Watch,28799.96,1111035,0.071
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),J01DB,CEFALOSPORINE DI PRIMA GENERAZIONE,J01DB01,CEFALEXINA,Access,38192,3437922,0.03
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),J01MB,ALTRI CHINOLONICI,J01MB04,ACIDO PIPEMIDICO,,4265,949451,0.012
2015,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),J01XB,POLIMIXINE,J01XB01,COLISTINA,Reserve,97.68,40584,0.007
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),J01DD,CEFALOSPORINE DI TERZA GENERAZIONE,J01DD16,CEFDITOREN,Watch,48780,1069329,0.125
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),J01DB,CEFALOSPORINE DI PRIMA GENERAZIONE,J01DB01,CEFALEXINA,Access,17627.5,1163407,0.042
2019,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),J01XD,DERIVATI IMIDAZOLICI,J01XD01,METRONIDAZOLO,Access,70.29,2240391,0
2014,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),J01XE,DERIVATI NITROFURANICI,J01XE01,NITROFURANTOINA,Access,130,204338,0.002
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),J01DD,CEFALOSPORINE DI TERZA GENERAZIONE,J01DD08,CEFIXIMA,Watch,207635,1160763,0.49
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),J01GB,ALTRI AMINOGLICOSIDI,J01GB01,TOBRAMICINA,,455.97,723703,0.002
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),J01MA,FLUOROCHINOLONI,J01MA10,RUFLOXACINA,Watch,42,653974,0
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),J01XA,ANTIBATTERICI GLICOPEPTIDICI,J01XA02,TEICOPLANINA,Watch,857.5,984351,0.002
2018,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),J01FF,LINCOSAMIDI,J01FF01,CLINDAMICINA,Access,1601.75,1148850,0.004
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),J01CF,PENICILLINE RESISTENTI ALLE BETA-LATTAMASI,J01CF05,FLUCLOXACILLINA,Access,4842,1286566,0.01
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),J01XA,ANTIBATTERICI GLICOPEPTIDICI,J01XA02,TEICOPLANINA,Watch,210,848299,0.001
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),J01MA,FLUOROCHINOLONI,J01MA06,NORFLOXACINA,Watch,7609,674002,0.031
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),J01DE,CEFALOSPORINE DI QUARTA GENERAZIONE,J01DE01,CEFEPIME,Watch,552.5,673762,0.002
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),J01CA,PENICILLINE AD AMPIO SPETTRO,J01CA04,AMOXICILLINA,Access,229662.27,545810,1.153
2016,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),J01GB,ALTRI AMINOGLICOSIDI,J01GB03,GENTAMICINA,Access,6,40012,0
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),J01DD,CEFALOSPORINE DI TERZA GENERAZIONE,J01DD13,CEFPODOXIMA,Watch,20165,777288,0.071
2019,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),J01DD,CEFALOSPORINE DI TERZA GENERAZIONE,J01DD09,CEFODIZIME,Watch,701,1046862,0.002
