ANNO,PROVINCIA,GENERE,CAUSA DI MORTE,COORDINATA X,COORDINATA Y,NUMERO DECESSI POPOLAZIONE,POSIZIONE
2012,MANTOVA,M,malattie del sistema osteomuscolare e del tessuto connettivo-altre malattie del sistema osteomuscolare e del tessuto connettivo,10.77086348,45.14135331,4,"(45.14135331, 10.77086348)"
2013,SONDRIO,F,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie,9.879429303,46.1707552,16,"(46.1707552, 9.879429303)"
2015,MILANO,M,malattie della cute e del tessuto sottocutaneo,9.18951,45.46427,24,"(45.46427, 9.18951)"
2015,PAVIA,ALL,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui altre malattie croniche delle basse vie respiratorie,9.14034225,45.18407925,222,"(45.18407925, 9.14034225)"
2013,CREMONA,ALL,malattie del sistema respiratorio-polmonite,10.0131151,45.13644491,51,"(45.13644491, 10.0131151)"
2015,BRESCIA,F,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,10.18167955,45.51939749,497,"(45.51939749, 10.18167955)"
2013,CREMONA,ALL,malattie del sistema respiratorio,10.0131151,45.13644491,244,"(45.13644491, 10.0131151)"
2014,LODI,ALL,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie,9.510140481,45.31535435,78,"(45.31535435, 9.510140481)"
2015,BRESCIA,F,malattie della cute e del tessuto sottocutaneo,10.18167955,45.51939749,16,"(45.51939749, 10.18167955)"
2012,LODI,ALL,malattie del sistema respiratorio-altre malattie del sistema respiratorio,9.510140481,45.31535435,40,"(45.31535435, 9.510140481)"
2013,BRESCIA,F,malattie del sistema circolatorio- malattie cerebrovascolari,10.18167955,45.51939749,614,"(45.51939749, 10.18167955)"
2014,CREMONA,F,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui altre malattie croniche delle basse vie respiratorie,10.0131151,45.13644491,63,"(45.13644491, 10.0131151)"
2012,PAVIA,ALL,malattie del sistema respiratorio,9.14034225,45.18407925,412,"(45.18407925, 9.14034225)"
2013,VARESE,F,malattie dell'apparato digerente,8.80650544,45.80041256,167,"(45.80041256, 8.80650544)"
2015,CREMONA,ALL,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,10.0131151,45.13644491,305,"(45.13644491, 10.0131151)"
2012,COMO,F,malattie del sistema circolatorio- malattie cerebrovascolari,9.039360974,45.80216962,323,"(45.80216962, 9.039360974)"
2013,BRESCIA,M,malattie della cute e del tessuto sottocutaneo,10.18167955,45.51939749,9,"(45.51939749, 10.18167955)"
2012,REGIONE LOMBARDIA,M,malattie del sistema osteomuscolare e del tessuto connettivo,,,134,
2014,BRESCIA,ALL,malattie dell'apparato digerente-altre malattie dell'apparato digerente,10.18167955,45.51939749,284,"(45.51939749, 10.18167955)"
2013,LECCO,ALL,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie,9.388156645,45.85028614,75,"(45.85028614, 9.388156645)"
2015,MONZA E DELLA BRIANZA,M,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui asma,9.258430902,45.5823624,1,"(45.5823624, 9.258430902)"
2014,SONDRIO,M,malattie della cute e del tessuto sottocutaneo,9.879429303,46.1707552,2,"(46.1707552, 9.879429303)"
2015,BERGAMO,ALL,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie,9.63853045,45.68012929,331,"(45.68012929, 9.63853045)"
2014,MILANO,M,"malattie dell'apparato digerente-cirrosi, fibrosi ed epatite cronica",9.18951,45.46427,166,"(45.46427, 9.18951)"
2013,LECCO,ALL,malattie del sistema respiratorio-altre malattie del sistema respiratorio,9.388156645,45.85028614,72,"(45.85028614, 9.388156645)"
2015,LODI,M,malattie del sistema respiratorio-influenza,9.510140481,45.31535435,,"(45.31535435, 9.510140481)"
2012,BERGAMO,ALL,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui altre malattie croniche delle basse vie respiratorie,9.63853045,45.68012929,325,"(45.68012929, 9.63853045)"
2015,MANTOVA,ALL,malattie del sistema osteomuscolare e del tessuto connettivo,10.77086348,45.14135331,25,"(45.14135331, 10.77086348)"
2013,ITALIA,F,malattie del sistema osteomuscolare e del tessuto connettivo-altre malattie del sistema osteomuscolare e del tessuto connettivo,,,1519,
2014,VARESE,F,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,8.80650544,45.80041256,266,"(45.80041256, 8.80650544)"
2014,SONDRIO,M,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui asma,9.879429303,46.1707552,,"(46.1707552, 9.879429303)"
2012,ITALIA,M,malattie del sistema respiratorio-influenza,,,156,
2014,BRESCIA,M,malattie del sistema respiratorio-altre malattie del sistema respiratorio,10.18167955,45.51939749,89,"(45.51939749, 10.18167955)"
2012,CREMONA,ALL,malattie del sistema respiratorio-influenza,10.0131151,45.13644491,5,"(45.13644491, 10.0131151)"
2013,ITALIA,M,malattie del sistema respiratorio-influenza,,,165,
2014,REGIONE LOMBARDIA,F,malattie del sistema circolatorio- altre malattie del cuore,,,4075,
2012,BRESCIA,M,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui infarto miocardico acuto,10.18167955,45.51939749,351,"(45.51939749, 10.18167955)"
2012,LODI,ALL,malattie del sistema circolatorio- altre malattie del cuore,9.510140481,45.31535435,176,"(45.31535435, 9.510140481)"
2014,COMO,ALL,malattie del sistema circolatorio-altre malattie del sistema circolatorio,9.039360974,45.80216962,314,"(45.80216962, 9.039360974)"
2015,ITALIA,F,"malattie dell'apparato digerente-cirrosi, fibrosi ed epatite cronica",,,2242,
2015,BRESCIA,M,malattie del sistema respiratorio-polmonite,10.18167955,45.51939749,132,"(45.51939749, 10.18167955)"
2015,LECCO,M,malattie del sistema circolatorio- malattie cerebrovascolari,9.388156645,45.85028614,105,"(45.85028614, 9.388156645)"
2015,LECCO,M,malattie dell'apparato digerente,9.388156645,45.85028614,57,"(45.85028614, 9.388156645)"
2012,LECCO,F,malattie del sistema osteomuscolare e del tessuto connettivo-altre malattie del sistema osteomuscolare e del tessuto connettivo,9.388156645,45.85028614,5,"(45.85028614, 9.388156645)"
2014,SONDRIO,M,malattie dell'apparato digerente-altre malattie dell'apparato digerente,9.879429303,46.1707552,21,"(46.1707552, 9.879429303)"
2014,BERGAMO,M,malattie dell'apparato digerente,9.63853045,45.68012929,177,"(45.68012929, 9.63853045)"
2012,PAVIA,F,malattie del sistema circolatorio- malattie cerebrovascolari,9.14034225,45.18407925,499,"(45.18407925, 9.14034225)"
2012,CREMONA,M,malattie del sistema osteomuscolare e del tessuto connettivo-artrite reumatoide a osteoartrosi,10.0131151,45.13644491,2,"(45.13644491, 10.0131151)"
2012,MILANO,M,malattie del sistema circolatorio- malattie cerebrovascolari,9.18951,45.46427,1015,"(45.46427, 9.18951)"
2015,REGIONE LOMBARDIA,M,"malattie dell'apparato digerente-cirrosi, fibrosi ed epatite cronica",,,485,
2014,CREMONA,M,malattie del sistema osteomuscolare e del tessuto connettivo-artrite reumatoide a osteoartrosi,10.0131151,45.13644491,,"(45.13644491, 10.0131151)"
2014,SONDRIO,ALL,"malattie dell'apparato digerente-ulcera dello stomaco, duodeno e digiuno",9.879429303,46.1707552,1,"(46.1707552, 9.879429303)"
2013,VARESE,F,malattie del sistema circolatorio- altre malattie del cuore,8.80650544,45.80041256,406,"(45.80041256, 8.80650544)"
2015,BERGAMO,M,malattie del sistema osteomuscolare e del tessuto connettivo,9.63853045,45.68012929,9,"(45.68012929, 9.63853045)"
2013,CREMONA,F,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui altre malattie croniche delle basse vie respiratorie,10.0131151,45.13644491,53,"(45.13644491, 10.0131151)"
2014,VARESE,M,malattie del sistema respiratorio-polmonite,8.80650544,45.80041256,85,"(45.80041256, 8.80650544)"
2014,ITALIA,F,malattie del sistema circolatorio-altre malattie del sistema circolatorio,,,26971,
2012,LECCO,F,malattie del sistema respiratorio-altre malattie del sistema respiratorio,9.388156645,45.85028614,24,"(45.85028614, 9.388156645)"
2013,PAVIA,M,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,9.14034225,45.18407925,198,"(45.18407925, 9.14034225)"
2014,VARESE,F,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui infarto miocardico acuto,8.80650544,45.80041256,186,"(45.80041256, 8.80650544)"
2012,LECCO,M,malattie della cute e del tessuto sottocutaneo,9.388156645,45.85028614,1,"(45.85028614, 9.388156645)"
2015,BRESCIA,F,"malattie dell'apparato digerente-ulcera dello stomaco, duodeno e digiuno",10.18167955,45.51939749,2,"(45.51939749, 10.18167955)"
2012,ITALIA,F,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui asma,,,255,
2014,MONZA E DELLA BRIANZA,F,malattie del sistema respiratorio-influenza,9.258430902,45.5823624,2,"(45.5823624, 9.258430902)"
2014,MANTOVA,F,malattie del sistema respiratorio-altre malattie del sistema respiratorio,10.77086348,45.14135331,51,"(45.14135331, 10.77086348)"
2013,LECCO,M,malattie dell'apparato digerente,9.388156645,45.85028614,50,"(45.85028614, 9.388156645)"
2015,LECCO,M,malattie del sistema respiratorio,9.388156645,45.85028614,129,"(45.85028614, 9.388156645)"
2015,SONDRIO,ALL,malattie del sistema circolatorio- altre malattie del cuore,9.879429303,46.1707552,132,"(46.1707552, 9.879429303)"
2014,MILANO,ALL,malattie del sistema osteomuscolare e del tessuto connettivo,9.18951,45.46427,154,"(45.46427, 9.18951)"
2013,LODI,M,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui infarto miocardico acuto,9.510140481,45.31535435,47,"(45.31535435, 9.510140481)"
2015,BERGAMO,ALL,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,9.63853045,45.68012929,636,"(45.68012929, 9.63853045)"
2014,LODI,M,"malattie dell'apparato digerente-ulcera dello stomaco, duodeno e digiuno",9.510140481,45.31535435,1,"(45.31535435, 9.510140481)"
2014,MONZA E DELLA BRIANZA,ALL,malattie del sistema circolatorio-malattie ischemiche del cuore,9.258430902,45.5823624,717,"(45.5823624, 9.258430902)"
2015,ITALIA,ALL,malattie del sistema circolatorio- malattie cerebrovascolari,,,61548,
2012,BRESCIA,M,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie,10.18167955,45.51939749,220,"(45.51939749, 10.18167955)"
2014,ITALIA,M,malattie del sistema respiratorio,,,22436,
2014,BRESCIA,M,malattie del sistema circolatorio- malattie cerebrovascolari,10.18167955,45.51939749,363,"(45.51939749, 10.18167955)"
2013,BERGAMO,F,malattie della cute e del tessuto sottocutaneo,9.63853045,45.68012929,10,"(45.68012929, 9.63853045)"
2014,BERGAMO,F,"malattie dell'apparato digerente-cirrosi, fibrosi ed epatite cronica",9.63853045,45.68012929,50,"(45.68012929, 9.63853045)"
2015,BRESCIA,F,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui altre malattie croniche delle basse vie respiratorie,10.18167955,45.51939749,187,"(45.51939749, 10.18167955)"
2012,COMO,F,malattie del sistema osteomuscolare e del tessuto connettivo,9.039360974,45.80216962,22,"(45.80216962, 9.039360974)"
2015,REGIONE LOMBARDIA,M,malattie del sistema circolatorio- altre malattie del cuore,,,3149,
2012,LECCO,F,malattie del sistema circolatorio- altre malattie del cuore,9.388156645,45.85028614,113,"(45.85028614, 9.388156645)"
2015,MILANO,ALL,"malattie dell'apparato digerente-cirrosi, fibrosi ed epatite cronica",9.18951,45.46427,240,"(45.46427, 9.18951)"
2012,SONDRIO,F,malattie dell'apparato digerente,9.879429303,46.1707552,42,"(46.1707552, 9.879429303)"
2014,LODI,F,malattie del sistema circolatorio-altre malattie del sistema circolatorio,9.510140481,45.31535435,68,"(45.31535435, 9.510140481)"
2012,MILANO,M,malattie del sistema respiratorio-polmonite,9.18951,45.46427,291,"(45.46427, 9.18951)"
2012,MILANO,F,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,9.18951,45.46427,990,"(45.46427, 9.18951)"
2015,MANTOVA,M,malattie del sistema circolatorio-malattie ischemiche del cuore,10.77086348,45.14135331,248,"(45.14135331, 10.77086348)"
2015,LODI,M,malattie del sistema respiratorio-polmonite,9.510140481,45.31535435,16,"(45.31535435, 9.510140481)"
2015,LODI,F,malattie dell'apparato digerente,9.510140481,45.31535435,42,"(45.31535435, 9.510140481)"
2015,BRESCIA,F,malattie del sistema respiratorio,10.18167955,45.51939749,438,"(45.51939749, 10.18167955)"
2015,PAVIA,F,malattie dell'apparato digerente-altre malattie dell'apparato digerente,9.14034225,45.18407925,105,"(45.18407925, 9.14034225)"
2012,BERGAMO,F,malattie del sistema respiratorio,9.63853045,45.68012929,338,"(45.68012929, 9.63853045)"
2013,MILANO,ALL,malattie dell'apparato digerente,9.18951,45.46427,1063,"(45.46427, 9.18951)"
2012,LECCO,ALL,"malattie dell'apparato digerente-cirrosi, fibrosi ed epatite cronica",9.388156645,45.85028614,27,"(45.85028614, 9.388156645)"
2013,CREMONA,ALL,malattie del sistema osteomuscolare e del tessuto connettivo-artrite reumatoide a osteoartrosi,10.0131151,45.13644491,8,"(45.13644491, 10.0131151)"
2013,VARESE,ALL,"malattie dell'apparato digerente-cirrosi, fibrosi ed epatite cronica",8.80650544,45.80041256,70,"(45.80041256, 8.80650544)"
2014,MILANO,ALL,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui altre malattie croniche delle basse vie respiratorie,9.18951,45.46427,926,"(45.46427, 9.18951)"
2012,SONDRIO,ALL,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,9.879429303,46.1707552,97,"(46.1707552, 9.879429303)"
2014,LODI,M,malattie del sistema circolatorio- malattie cerebrovascolari,9.510140481,45.31535435,88,"(45.31535435, 9.510140481)"
2013,BRESCIA,F,malattie del sistema circolatorio- altre malattie del cuore,10.18167955,45.51939749,423,"(45.51939749, 10.18167955)"
2014,PAVIA,M,malattie del sistema osteomuscolare e del tessuto connettivo-artrite reumatoide a osteoartrosi,9.14034225,45.18407925,,"(45.18407925, 9.14034225)"
2012,SONDRIO,ALL,malattie della cute e del tessuto sottocutaneo,9.879429303,46.1707552,2,"(46.1707552, 9.879429303)"
2015,LODI,M,malattie del sistema circolatorio-altre malattie del sistema circolatorio,9.510140481,45.31535435,39,"(45.31535435, 9.510140481)"
2015,BERGAMO,M,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,9.63853045,45.68012929,298,"(45.68012929, 9.63853045)"
2012,REGIONE LOMBARDIA,F,malattie del sistema respiratorio-influenza,,,60,
2015,LECCO,ALL,malattie del sistema circolatorio- malattie cerebrovascolari,9.388156645,45.85028614,292,"(45.85028614, 9.388156645)"
2012,MANTOVA,M,malattie del sistema circolatorio-altre malattie del sistema circolatorio,10.77086348,45.14135331,125,"(45.14135331, 10.77086348)"
2013,BRESCIA,M,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie,10.18167955,45.51939749,176,"(45.51939749, 10.18167955)"
2013,REGIONE LOMBARDIA,F,"malattie dell'apparato digerente-cirrosi, fibrosi ed epatite cronica",,,317,
2012,LECCO,ALL,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui infarto miocardico acuto,9.388156645,45.85028614,137,"(45.85028614, 9.388156645)"
2015,SONDRIO,ALL,malattie del sistema circolatorio-malattie ischemiche del cuore,9.879429303,46.1707552,217,"(46.1707552, 9.879429303)"
2013,MANTOVA,M,malattie del sistema respiratorio,10.77086348,45.14135331,118,"(45.14135331, 10.77086348)"
2013,PAVIA,ALL,malattie della cute e del tessuto sottocutaneo,9.14034225,45.18407925,5,"(45.18407925, 9.14034225)"
2015,COMO,ALL,"malattie dell'apparato digerente-ulcera dello stomaco, duodeno e digiuno",9.039360974,45.80216962,6,"(45.80216962, 9.039360974)"
2013,ITALIA,M,"malattie dell'apparato digerente-cirrosi, fibrosi ed epatite cronica",,,3608,
2012,BRESCIA,M,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui altre malattie croniche delle basse vie respiratorie,10.18167955,45.51939749,217,"(45.51939749, 10.18167955)"
2013,COMO,M,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie,9.039360974,45.80216962,95,"(45.80216962, 9.039360974)"
2014,BERGAMO,ALL,malattie del sistema circolatorio- malattie cerebrovascolari,9.63853045,45.68012929,775,"(45.68012929, 9.63853045)"
2013,PAVIA,ALL,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui asma,9.14034225,45.18407925,7,"(45.18407925, 9.14034225)"
2015,VARESE,M,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui asma,8.80650544,45.80041256,2,"(45.80041256, 8.80650544)"
2014,MILANO,ALL,malattie dell'apparato digerente,9.18951,45.46427,1052,"(45.46427, 9.18951)"
2013,MILANO,F,malattie del sistema circolatorio-malattie ischemiche del cuore,9.18951,45.46427,1402,"(45.46427, 9.18951)"
2012,BERGAMO,ALL,malattie del sistema circolatorio- altre malattie del cuore,9.63853045,45.68012929,742,"(45.68012929, 9.63853045)"
2012,BRESCIA,F,malattie del sistema osteomuscolare e del tessuto connettivo-altre malattie del sistema osteomuscolare e del tessuto connettivo,10.18167955,45.51939749,19,"(45.51939749, 10.18167955)"
2013,LODI,M,malattie del sistema circolatorio- malattie cerebrovascolari,9.510140481,45.31535435,62,"(45.31535435, 9.510140481)"
2013,LECCO,F,malattie del sistema circolatorio- altre malattie del cuore,9.388156645,45.85028614,158,"(45.85028614, 9.388156645)"
2012,SONDRIO,M,malattie del sistema respiratorio,9.879429303,46.1707552,68,"(46.1707552, 9.879429303)"
2014,VARESE,F,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui asma,8.80650544,45.80041256,5,"(45.80041256, 8.80650544)"
2012,BERGAMO,M,malattie del sistema osteomuscolare e del tessuto connettivo-altre malattie del sistema osteomuscolare e del tessuto connettivo,9.63853045,45.68012929,9,"(45.68012929, 9.63853045)"
2014,BERGAMO,M,malattie del sistema circolatorio- altre malattie del cuore,9.63853045,45.68012929,297,"(45.68012929, 9.63853045)"
2012,REGIONE LOMBARDIA,ALL,malattie del sistema circolatorio-altre malattie del sistema circolatorio,,,5738,
2012,PAVIA,F,malattie dell'apparato digerente-altre malattie dell'apparato digerente,9.14034225,45.18407925,108,"(45.18407925, 9.14034225)"
2012,SONDRIO,ALL,malattie del sistema circolatorio- malattie cerebrovascolari,9.879429303,46.1707552,130,"(46.1707552, 9.879429303)"
2012,ITALIA,F,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie,,,8713,
2013,BERGAMO,ALL,malattie del sistema circolatorio-malattie ischemiche del cuore,9.63853045,45.68012929,1054,"(45.68012929, 9.63853045)"
2015,MANTOVA,ALL,malattie dell'apparato digerente-altre malattie dell'apparato digerente,10.77086348,45.14135331,125,"(45.14135331, 10.77086348)"
2014,MILANO,F,malattie dell'apparato genitourinario,9.18951,45.46427,312,"(45.46427, 9.18951)"
2014,LODI,M,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie,9.510140481,45.31535435,35,"(45.31535435, 9.510140481)"
2015,MANTOVA,F,malattie del sistema circolatorio- altre malattie del cuore,10.77086348,45.14135331,279,"(45.14135331, 10.77086348)"
2014,PAVIA,ALL,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui altre malattie croniche delle basse vie respiratorie,9.14034225,45.18407925,150,"(45.18407925, 9.14034225)"
2013,SONDRIO,M,"malattie dell'apparato digerente-ulcera dello stomaco, duodeno e digiuno",9.879429303,46.1707552,1,"(46.1707552, 9.879429303)"
2012,MONZA E DELLA BRIANZA,F,malattie del sistema respiratorio,9.258430902,45.5823624,260,"(45.5823624, 9.258430902)"
2015,ITALIA,F,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui infarto miocardico acuto,,,11223,
2012,COMO,ALL,malattie del sistema circolatorio-malattie ischemiche del cuore,9.039360974,45.80216962,611,"(45.80216962, 9.039360974)"
2013,COMO,ALL,malattie del sistema respiratorio,9.039360974,45.80216962,445,"(45.80216962, 9.039360974)"
2013,MONZA E DELLA BRIANZA,ALL,malattie del sistema osteomuscolare e del tessuto connettivo,9.258430902,45.5823624,43,"(45.5823624, 9.258430902)"
2013,COMO,M,malattie del sistema circolatorio-altre malattie del sistema circolatorio,9.039360974,45.80216962,115,"(45.80216962, 9.039360974)"
2015,MANTOVA,M,"malattie dell'apparato digerente-cirrosi, fibrosi ed epatite cronica",10.77086348,45.14135331,15,"(45.14135331, 10.77086348)"
2013,MILANO,M,malattie del sistema circolatorio- malattie cerebrovascolari,9.18951,45.46427,938,"(45.46427, 9.18951)"
2015,REGIONE LOMBARDIA,M,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui infarto miocardico acuto,,,2216,
2014,VARESE,ALL,malattie della cute e del tessuto sottocutaneo,8.80650544,45.80041256,19,"(45.80041256, 8.80650544)"
2014,LECCO,F,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie,9.388156645,45.85028614,43,"(45.85028614, 9.388156645)"
2012,LODI,F,"malattie dell'apparato digerente-ulcera dello stomaco, duodeno e digiuno",9.510140481,45.31535435,,"(45.31535435, 9.510140481)"
2015,SONDRIO,ALL,malattie del sistema respiratorio,9.879429303,46.1707552,160,"(46.1707552, 9.879429303)"
2013,COMO,F,malattie del sistema respiratorio-influenza,9.039360974,45.80216962,5,"(45.80216962, 9.039360974)"
2015,CREMONA,ALL,malattie del sistema circolatorio-malattie ischemiche del cuore,10.0131151,45.13644491,473,"(45.13644491, 10.0131151)"
2013,SONDRIO,M,malattie del sistema respiratorio-altre malattie del sistema respiratorio,9.879429303,46.1707552,19,"(46.1707552, 9.879429303)"
2013,COMO,ALL,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui asma,9.039360974,45.80216962,4,"(45.80216962, 9.039360974)"
2013,MANTOVA,F,malattie del sistema respiratorio-polmonite,10.77086348,45.14135331,35,"(45.14135331, 10.77086348)"
2013,BRESCIA,M,malattie del sistema circolatorio- malattie cerebrovascolari,10.18167955,45.51939749,376,"(45.51939749, 10.18167955)"
2013,LECCO,M,malattie del sistema osteomuscolare e del tessuto connettivo,9.388156645,45.85028614,4,"(45.85028614, 9.388156645)"
2012,PAVIA,M,malattie dell'apparato digerente,9.14034225,45.18407925,128,"(45.18407925, 9.14034225)"
2013,SONDRIO,F,malattie del sistema circolatorio-altre malattie del sistema circolatorio,9.879429303,46.1707552,54,"(46.1707552, 9.879429303)"
2012,COMO,F,malattie del sistema osteomuscolare e del tessuto connettivo-artrite reumatoide a osteoartrosi,9.039360974,45.80216962,7,"(45.80216962, 9.039360974)"
2014,MILANO,M,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,9.18951,45.46427,928,"(45.46427, 9.18951)"
2015,REGIONE LOMBARDIA,F,malattie del sistema circolatorio-altre malattie del sistema circolatorio,,,4022,
2014,MANTOVA,F,malattie del sistema circolatorio-malattie ischemiche del cuore,10.77086348,45.14135331,298,"(45.14135331, 10.77086348)"
2013,PAVIA,F,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie,9.14034225,45.18407925,81,"(45.18407925, 9.14034225)"
2015,ITALIA,M,malattie del sistema respiratorio-altre malattie del sistema respiratorio,,,6776,
2012,ITALIA,M,malattie del sistema respiratorio-altre malattie del sistema respiratorio,,,5948,
2014,MILANO,F,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie,9.18951,45.46427,438,"(45.46427, 9.18951)"
2013,BERGAMO,F,malattie del sistema osteomuscolare e del tessuto connettivo-artrite reumatoide a osteoartrosi,9.63853045,45.68012929,13,"(45.68012929, 9.63853045)"
2013,BRESCIA,F,"malattie dell'apparato digerente-cirrosi, fibrosi ed epatite cronica",10.18167955,45.51939749,42,"(45.51939749, 10.18167955)"
2012,SONDRIO,M,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,9.879429303,46.1707552,51,"(46.1707552, 9.879429303)"
2015,MILANO,F,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie,9.18951,45.46427,513,"(45.46427, 9.18951)"
2013,BRESCIA,F,malattie dell'apparato genitourinario,10.18167955,45.51939749,112,"(45.51939749, 10.18167955)"
2014,VARESE,F,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui altre malattie croniche delle basse vie respiratorie,8.80650544,45.80041256,97,"(45.80041256, 8.80650544)"
2014,LODI,ALL,malattie del sistema circolatorio-altre malattie del sistema circolatorio,9.510140481,45.31535435,106,"(45.31535435, 9.510140481)"
2014,VARESE,M,malattie del sistema respiratorio-influenza,8.80650544,45.80041256,1,"(45.80041256, 8.80650544)"
2014,VARESE,F,malattie del sistema osteomuscolare e del tessuto connettivo,8.80650544,45.80041256,29,"(45.80041256, 8.80650544)"
2013,MANTOVA,ALL,malattie del sistema circolatorio- malattie cerebrovascolari,10.77086348,45.14135331,376,"(45.14135331, 10.77086348)"
2015,MONZA E DELLA BRIANZA,F,"malattie dell'apparato digerente-cirrosi, fibrosi ed epatite cronica",9.258430902,45.5823624,17,"(45.5823624, 9.258430902)"
2015,PAVIA,ALL,"malattie dell'apparato digerente-ulcera dello stomaco, duodeno e digiuno",9.14034225,45.18407925,7,"(45.18407925, 9.14034225)"
2012,MILANO,ALL,malattie del sistema respiratorio-polmonite,9.18951,45.46427,647,"(45.46427, 9.18951)"
2012,COMO,ALL,malattie del sistema osteomuscolare e del tessuto connettivo-artrite reumatoide a osteoartrosi,9.039360974,45.80216962,9,"(45.80216962, 9.039360974)"
2015,SONDRIO,ALL,malattie del sistema respiratorio-altre malattie del sistema respiratorio,9.879429303,46.1707552,43,"(46.1707552, 9.879429303)"
2014,LODI,F,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui asma,9.510140481,45.31535435,1,"(45.31535435, 9.510140481)"
2014,LECCO,ALL,malattie dell'apparato digerente-altre malattie dell'apparato digerente,9.388156645,45.85028614,80,"(45.85028614, 9.388156645)"
2012,LODI,M,malattie del sistema osteomuscolare e del tessuto connettivo-artrite reumatoide a osteoartrosi,9.510140481,45.31535435,2,"(45.31535435, 9.510140481)"
2013,MONZA E DELLA BRIANZA,ALL,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie-di cui asma,9.258430902,45.5823624,5,"(45.5823624, 9.258430902)"
2013,ITALIA,F,"malattie dell'apparato digerente-ulcera dello stomaco, duodeno e digiuno",,,294,
2014,COMO,F,malattie del sistema respiratorio-influenza,9.039360974,45.80216962,3,"(45.80216962, 9.039360974)"
2012,MONZA E DELLA BRIANZA,F,malattie del sistema osteomuscolare e del tessuto connettivo,9.258430902,45.5823624,27,"(45.5823624, 9.258430902)"
2012,BRESCIA,ALL,"malattie dell'apparato digerente-ulcera dello stomaco, duodeno e digiuno",10.18167955,45.51939749,19,"(45.51939749, 10.18167955)"
2012,MONZA E DELLA BRIANZA,F,malattie dell'apparato digerente-altre malattie dell'apparato digerente,9.258430902,45.5823624,126,"(45.5823624, 9.258430902)"
2012,REGIONE LOMBARDIA,ALL,malattie del sistema respiratorio-malattie croniche delle basse vie respiratorie,,,3159,
2014,ITALIA,M,malattie del sistema circolatorio-malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,,,21365,
2013,PAVIA,F,malattie del sistema respiratorio-influenza,9.14034225,45.18407925,4,"(45.18407925, 9.14034225)"
2015,LECCO,F,malattie dell'apparato digerente-altre malattie dell'apparato digerente,9.388156645,45.85028614,51,"(45.85028614, 9.388156645)"
