CLASSIFICAZIONE da REPORT,VACCINO,Patologia,Inizio Sintomi Anno,Sesso,Età Classe,Numero Pratiche,Popolazione Residente,Tasso Età-Sesso (x100'000),Tasso Regione(x 100000),Tasso Regione(x 100000) 1,Tasso
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,013",F,75-79,6,239023,2.51,0,0,2.51
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,013",F,80-84,8,195724,4.09,0,0,4.09
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,013",F,Da 85,2,197320,1.01,0,0,1.01
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,013",M,00-04,5,244466,2.05,0,0,2.05
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,013",M,05-09,2,243399,0.82,0,0,0.82
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,013",M,10-14,0,233417,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,013",M,15-19,1,223471,0.45,0,0,0.45
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,013",M,20-24,1,233455,0.43,0,0,0.43
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,013",M,25-29,2,251273,0.8,0,0,0.8
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,013",M,30-34,2,305340,0.66,0,0,0.66
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,013",M,35-39,1,387771,0.26,0,0,0.26
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,013",M,40-44,0,419490,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,013",M,45-49,1,418111,0.24,0,0,0.24
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,013",M,50-54,2,346702,0.58,0,0,0.58
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,013",M,55-59,0,299308,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,013",M,60-64,2,289012,0.69,0,0,0.69
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,013",M,65-69,1,256425,0.39,0,0,0.39
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,013",M,70-74,3,241531,1.24,0,0,1.24
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,013",M,75-79,4,179098,2.23,0,0,2.23
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,013",M,80-84,0,117429,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,013",M,Da 85,0,75199,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",?,00-04,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",?,05-09,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",?,10-14,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",?,15-19,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",?,20-24,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",?,25-29,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",?,30-34,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",?,35-39,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",?,40-44,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",?,45-49,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",?,50-54,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",?,55-59,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",?,65-69,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",?,70-74,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",?,75-79,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",?,80-84,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",?,Da 85,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",F,00-04,6,231206,2.6,0,0,2.6
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",F,05-09,1,225925,0.44,0,0,0.44
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",F,10-14,0,216717,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",F,15-19,0,207121,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",F,20-24,0,220206,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",F,25-29,0,253657,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",F,30-34,1,309234,0.32,0,0,0.32
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",F,35-39,2,384898,0.52,0,0,0.52
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",F,40-44,2,403362,0.5,0,0,0.5
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",F,45-49,1,399778,0.25,0,0,0.25
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",F,50-54,3,340949,0.88,0,0,0.88
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",F,55-59,1,307423,0.33,0,0,0.33
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",F,60-64,3,313181,0.96,0,0,0.96
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",F,65-69,0,274157,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",F,70-74,1,285175,0.35,0,0,0.35
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",F,75-79,5,234696,2.13,0,0,2.13
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",F,80-84,4,192197,2.08,0,0,2.08
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",F,Da 85,1,189707,0.53,0,0,0.53
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",M,00-04,8,244191,3.28,0,0,3.28
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",M,05-09,1,238043,0.42,0,0,0.42
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",M,10-14,2,229692,0.87,0,0,0.87
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",M,15-19,0,221323,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",M,20-24,0,230168,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",M,25-29,1,255354,0.39,0,0,0.39
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",M,30-34,2,313189,0.64,0,0,0.64
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",M,35-39,0,395844,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",M,40-44,0,417025,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",M,45-49,2,406132,0.49,0,0,0.49
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",M,50-54,2,334098,0.6,0,0,0.6
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",M,55-59,3,292465,1.03,0,0,1.03
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",M,60-64,4,291782,1.37,0,0,1.37
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",M,65-69,2,246011,0.81,0,0,0.81
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",M,70-74,1,240642,0.42,0,0,0.42
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",M,75-79,6,172411,3.48,0,0,3.48
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",M,80-84,1,112595,0.89,0,0,0.89
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,012",M,Da 85,2,70325,2.84,0,0,2.84
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",?,00-04,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",?,10-14,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",?,15-19,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",?,20-24,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",?,25-29,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",?,30-34,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",?,35-39,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",?,40-44,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",?,45-49,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",?,50-54,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",?,55-59,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",?,60-64,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",?,65-69,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",?,70-74,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",?,75-79,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",?,80-84,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",?,Da 85,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",F,00-04,5,238966,2.09,0,0,2.09
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",F,05-09,0,228203,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",F,10-14,0,217058,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",F,15-19,1,209378,0.48,0,0,0.48
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",F,20-24,0,222653,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",F,25-29,0,265520,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",F,30-34,1,330494,0.3,0,0,0.3
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",F,35-39,0,404383,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",F,40-44,2,418737,0.48,0,0,0.48
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",F,45-49,1,399388,0.25,0,0,0.25
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",F,50-54,0,339693,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",F,55-59,3,309166,0.97,0,0,0.97
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",F,60-64,2,325817,0.61,0,0,0.61
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",F,65-69,1,268613,0.37,0,0,0.37
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",F,70-74,4,284305,1.41,0,0,1.41
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",F,75-79,4,236520,1.69,0,0,1.69
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",F,80-84,0,190526,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",F,Da 85,3,183770,1.63,0,0,1.63
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",M,00-04,3,253318,1.18,0,0,1.18
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",M,05-09,4,241245,1.66,0,0,1.66
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",M,10-14,0,231824,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",M,15-19,5,224787,2.22,0,0,2.22
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",M,20-24,0,235288,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",M,25-29,0,270586,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",M,30-34,3,342848,0.88,0,0,0.88
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",M,35-39,0,426993,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",M,40-44,2,441502,0.45,0,0,0.45
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",M,45-49,2,410444,0.49,0,0,0.49
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",M,50-54,1,336636,0.3,0,0,0.3
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",M,55-59,1,295927,0.34,0,0,0.34
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",M,60-64,3,306377,0.98,0,0,0.98
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",M,65-69,2,240701,0.83,0,0,0.83
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",M,70-74,10,239589,4.17,0,0,4.17
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",M,75-79,4,171469,2.33,0,0,2.33
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",M,80-84,3,108579,2.76,0,0,2.76
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,011",M,Da 85,5,66411,7.53,0,0,7.53
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",?,00-04,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",?,10-14,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",?,15-19,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",?,20-24,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",?,25-29,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",?,30-34,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",?,35-39,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",?,40-44,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",?,45-49,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",?,50-54,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",?,55-59,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",?,60-64,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",?,65-69,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",?,70-74,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",?,75-79,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",?,80-84,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",?,Da 85,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",F,00-04,4,236607,1.69,0,0,1.69
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",F,05-09,1,225667,0.44,0,0,0.44
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",F,10-14,0,212054,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",F,15-19,0,208709,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",F,20-24,0,220445,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",F,25-29,0,266388,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",F,30-34,1,341974,0.29,0,0,0.29
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",F,35-39,1,402879,0.25,0,0,0.25
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",F,40-44,0,418823,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",F,45-49,1,383203,0.26,0,0,0.26
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",F,50-54,2,330401,0.61,0,0,0.61
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",F,55-59,2,307635,0.65,0,0,0.65
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",F,60-64,6,313248,1.92,0,0,1.92
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",F,65-69,1,282188,0.35,0,0,0.35
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",F,70-74,3,277488,1.08,0,0,1.08
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",F,75-79,6,235131,2.55,0,0,2.55
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",F,80-84,0,185213,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",F,Da 85,1,175725,0.57,0,0,0.57
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",M,00-04,5,250730,1.99,0,0,1.99
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",M,05-09,1,238515,0.42,0,0,0.42
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",M,10-14,1,226029,0.44,0,0,0.44
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",M,15-19,3,224003,1.34,0,0,1.34
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",M,20-24,0,232137,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",M,25-29,1,273027,0.37,0,0,0.37
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",M,30-34,0,358014,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",M,35-39,1,428992,0.23,0,0,0.23
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",M,40-44,2,442823,0.45,0,0,0.45
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",M,45-49,1,394368,0.25,0,0,0.25
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",M,50-54,3,327101,0.92,0,0,0.92
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",M,55-59,3,296310,1.01,0,0,1.01
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",M,60-64,1,294879,0.34,0,0,0.34
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",M,65-69,8,252593,3.17,0,0,3.17
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",M,70-74,4,231002,1.73,0,0,1.73
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",M,75-79,2,166870,1.2,0,0,1.2
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",M,80-84,2,102596,1.95,0,0,1.95
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,010",M,Da 85,0,62374,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",?,00-04,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",?,05-09,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",?,10-14,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",?,15-19,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",?,20-24,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",?,25-29,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",?,30-34,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",?,35-39,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",?,40-44,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",?,45-49,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",?,50-54,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",?,55-59,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",?,65-69,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",?,70-74,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",?,75-79,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",?,80-84,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",?,Da 85,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",F,00-04,7,233574,3,0,0,3
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",F,05-09,2,220979,0.91,0,0,0.91
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",F,10-14,0,207525,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",F,15-19,0,207144,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",F,20-24,1,219237,0.46,0,0,0.46
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",F,25-29,1,269607,0.37,0,0,0.37
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",F,30-34,5,355165,1.41,0,0,1.41
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",F,35-39,1,402894,0.25,0,0,0.25
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",F,40-44,2,417463,0.48,0,0,0.48
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",F,45-49,1,367507,0.27,0,0,0.27
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",F,50-54,0,322218,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",F,55-59,0,309674,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",F,60-64,4,304054,1.32,0,0,1.32
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",F,65-69,2,291197,0.69,0,0,0.69
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",F,70-74,2,269108,0.74,0,0,0.74
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",F,75-79,4,233002,1.72,0,0,1.72
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",F,80-84,0,182325,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",F,Da 85,3,167633,1.79,0,0,1.79
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",M,00-04,7,246711,2.84,0,0,2.84
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",M,05-09,3,234273,1.28,0,0,1.28
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",M,10-14,2,221227,0.9,0,0,0.9
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",M,15-19,1,221705,0.45,0,0,0.45
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",M,20-24,0,231035,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",M,25-29,1,277504,0.36,0,0,0.36
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",M,30-34,3,375724,0.8,0,0,0.8
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",M,35-39,4,430905,0.93,0,0,0.93
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",M,40-44,3,442547,0.68,0,0,0.68
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",M,45-49,1,376498,0.27,0,0,0.27
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",M,50-54,0,319375,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",M,55-59,1,298528,0.34,0,0,0.34
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",M,60-64,0,286181,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",M,65-69,0,260627,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",M,70-74,7,221263,3.16,0,0,3.16
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",M,75-79,3,161646,1.86,0,0,1.86
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",M,80-84,1,98554,1.02,0,0,1.02
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,009",M,Da 85,1,58067,1.72,0,0,1.72
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,008",?,00-04,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,008",?,05-09,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,008",?,10-14,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,008",?,15-19,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,008",?,20-24,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,008",?,25-29,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,008",?,30-34,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,008",?,35-39,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,008",?,40-44,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,008",?,45-49,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,008",?,50-54,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,008",?,55-59,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,008",?,65-69,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,008",?,70-74,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,008",?,75-79,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,008",?,80-84,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,008",?,Da 85,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,008",F,00-04,2,228666,0.88,0,0,0.88
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,008",F,05-09,1,216733,0.46,0,0,0.46
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,008",F,10-14,1,204044,0.49,0,0,0.49
